Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Chromosome/scaffold name
ENSG00000278889	56656	OR2S2	9
ENSG00000100941	5411	PNN	14
ENSG00000213866		YBX1P10	9
ENSG00000268388	400550	FENDRR	16
ENSG00000233086	102723932	LNCARSR	9
ENSG00000267270	100130522	PARD6G-AS1	18
ENSG00000224881			2
ENSG00000186940		CHCHD2P9	9
ENSG00000168393	1841	DTYMK	2
ENSG00000276918			11
ENSG00000237434			9
ENSG00000254736		BRD9P1	11
ENSG00000202317		RNU1-84P	11
ENSG00000171843	4300	MLLT3	9
ENSG00000174576	266743	NPAS4	11
ENSG00000240654	338872	C1QTNF9	13
ENSG00000147133	6872	TAF1	X
ENSG00000105227	57716	PRX	19
ENSG00000265179			18
ENSG00000173988	220416	LRRC63	13
ENSG00000164733	1508	CTSB	8
ENSG00000283458	101927879		18
ENSG00000275040			16
ENSG00000135547	23493	HEY2	6
ENSG00000260440		LINC01544	18
ENSG00000260923		LINC02193	16
ENSG00000243961		PARAL1	20
ENSG00000236839			7
ENSG00000132623	63926	ANKEF1	20
ENSG00000239919		SNRPGP3	7
ENSG00000214552		COPS8P2	3
ENSG00000257267	10778	ZNF271P	18
ENSG00000169087	79663	HSPBAP1	3
ENSG00000005243	51226	COPZ2	17
ENSG00000128585	4289	MKLN1	7
ENSG00000285566	647264		13
ENSG00000280165	64881	PCDH20	13
ENSG00000265485	729950	LINC01915	18
ENSG00000175115	55690	PACS1	11
ENSG00000150459	10284	SAP18	13
ENSG00000232362		ATP5MGP2	6
ENSG00000279378			16
ENSG00000220745			6
ENSG00000279206			16
ENSG00000261638	105371296		16
ENSG00000103241	2294	FOXF1	16
ENSG00000258671			14
ENSG00000270503		YTHDF2P1	14
ENSG00000258940	100288846	MIA2-AS1	14
ENSG00000124596	221443	OARD1	6
ENSG00000258425			14
ENSG00000258976			14
ENSG00000260701			16
ENSG00000272688			18
ENSG00000259956	29890	RBM15B	3
ENSG00000267391		MIR122HG	18
ENSG00000228963		OR7E93P	3
ENSG00000119682	9870	AREL1	14
ENSG00000166446	124359	CDYL2	16
ENSG00000114638	7348	UPK1B	3
ENSG00000289131			18
ENSG00000266304		LIVAR	18
ENSG00000274828			18
ENSG00000289868			18
ENSG00000265142	102723167	MIR133A1HG	18
ENSG00000148734	64106	NPFFR1	10
ENSG00000182264	284359	IZUMO1	19
ENSG00000262039			17
ENSG00000147144	90060	CCDC120	X
ENSG00000249658			17
ENSG00000259543			15
ENSG00000225650		EIF2S2P5	1
ENSG00000271626		H3P42	17
ENSG00000258010			15
ENSG00000227459			2
ENSG00000224965		KCNC4-DT	1
ENSG00000289876			18
ENSG00000276525			20
ENSG00000228380		MYL6BP1	2
ENSG00000230506			20
ENSG00000287209			18
ENSG00000259651		MTCO3P23	15
ENSG00000228127		LINC01649	1
ENSG00000241399	9936	CD302	2
ENSG00000267390		KDSR-DT	18
ENSG00000232448			20
ENSG00000265888		DSCAS	18
ENSG00000226762	105376354	LINC02668	10
ENSG00000215452		ZNF663P	20
ENSG00000263790	100616229	MIR4473	9
ENSG00000222202		RNU4-26P	9
ENSG00000264941	100616441	MIR4474	9
ENSG00000237088		RPL7AP48	9
ENSG00000227071		FOCAD-AS1	9
ENSG00000278017			18
ENSG00000176912		TYMSOS	18
ENSG00000108846	8714	ABCC3	17
ENSG00000283757			20
ENSG00000207609	574444	MIR491	9
ENSG00000202189	109616992	SNORA30B	9
ENSG00000288657	124902537		10
ENSG00000255874	283487	PRECSIT	13
ENSG00000140455	9960	USP3	15
ENSG00000226984			1
ENSG00000187609	54932	EXD3	9
ENSG00000225849		MKRN7P	20
ENSG00000186150	164153	UBL4B	1
ENSG00000286757			13
ENSG00000270112	105372097	ST8SIA5-DT	18
ENSG00000078403	8028	MLLT10	10
ENSG00000252225			22
ENSG00000143458	126626	GABPB2	1
ENSG00000184617		ZNF840P	20
ENSG00000228719			22
ENSG00000149635	128506	OCSTAMP	20
ENSG00000100348	25828	TXN2	22
ENSG00000226519		LINC00390	13
ENSG00000289891			18
ENSG00000266010	100128893	GATA6-AS1	18
ENSG00000260064			16
ENSG00000158296	64849	SLC13A3	20
ENSG00000287694			16
ENSG00000235903	100509894	CPB2-AS1	13
ENSG00000260945			16
ENSG00000183793	100288332	NPIPA5	16
ENSG00000105550	26291	FGF21	19
ENSG00000144445	151050	KANSL1L	2
ENSG00000263146		LINC01896	18
ENSG00000253586			8
ENSG00000253829			8
ENSG00000231856			13
ENSG00000169499	59339	PLEKHA2	8
ENSG00000230932			1
ENSG00000212293	124903256		13
ENSG00000263417	220158	GTSCR1	18
ENSG00000206758		RNU6-317P	19
ENSG00000073754	922	CD5L	1
ENSG00000139618	675	BRCA2	13
ENSG00000263958	100505797	NETO1-DT	18
ENSG00000105552	587	BCAT2	19
ENSG00000285850			16
ENSG00000285940	124904288		18
ENSG00000261310			16
ENSG00000259725			16
ENSG00000259844		GNPATP	16
ENSG00000289867			18
ENSG00000260147		MTND5P34	16
ENSG00000241478		HSPA8P9	3
ENSG00000278739	103504738	MIR6859-4	16
ENSG00000263955		RN7SL850P	16
ENSG00000267252	101927433	LINC01255	18
ENSG00000278700			16
ENSG00000170142	7324	UBE2E1	3
ENSG00000228826			1
ENSG00000276641	102466731	MIR6769A	16
ENSG00000276096			16
ENSG00000264733	100616195	MIR4718	16
ENSG00000199474	124900378		16
ENSG00000233907	440594	LINC01761	1
ENSG00000222750		RNU4-46P	16
ENSG00000238685	124900383		16
ENSG00000207167		RNU6-1340P	16
ENSG00000265005	100422923	MIR548W	16
ENSG00000199929		RNA5SP405	16
ENSG00000225036		CDK4P1	1
ENSG00000252624		RNA5SP409	16
ENSG00000251915		RNA5SP406	16
ENSG00000222170		RNU6-257P	16
ENSG00000251924		RNA5SP408	16
ENSG00000228420		LINC01768	1
ENSG00000252094		RNA5SP410	16
ENSG00000275909			16
ENSG00000233839			1
ENSG00000199448		RNU6-845P	16
ENSG00000250890			1
ENSG00000252182		RNA5SP413	16
ENSG00000253055		RNA5SP415	16
ENSG00000232240			1
ENSG00000252647		RNA5SP416	16
ENSG00000230921	100874270	HAO2-IT1	1
ENSG00000286151			1
ENSG00000234388		TXNP3	1
ENSG00000271736		LINC02772	1
ENSG00000233717		RPS29P29	1
ENSG00000163155	388695	LYSMD1	1
ENSG00000285806			13
ENSG00000231417		IRX1P1	13
ENSG00000287887			13
ENSG00000252268		RNA5SP417	16
ENSG00000251760		RNA5SP418	16
ENSG00000226695		ANKRD20A10P	13
ENSG00000251717		RNA5SP419	16
ENSG00000163293	152519	NIPAL1	4
ENSG00000252806		RNA5SP420	16
ENSG00000075673	479	ATP12A	13
ENSG00000100350	80020	FOXRED2	22
ENSG00000252673		RNA5SP421	16
ENSG00000252587		RNA5SP422	16
ENSG00000252936		RNA5SP423	16
ENSG00000276599		RNA5SP411	16
ENSG00000277004		RNA5SP412	16
ENSG00000274228		RNA5SP414	16
ENSG00000280454			16
ENSG00000200434	124907486	RNA5-8SP2	16
ENSG00000200434	124908528	RNA5-8SP2	16
ENSG00000222207		RNA5SP407	16
ENSG00000234995		RPS3AP28	7
ENSG00000241975		ELOCP19	1
ENSG00000158623	26958	COPG2	7
ENSG00000239555		RN7SL841P	16
ENSG00000200062		RNU4-58P	16
ENSG00000271143			1
ENSG00000207441		RNU6-21P	16
ENSG00000275808			16
ENSG00000270976			1
ENSG00000201289		RN7SKP76	16
ENSG00000228217		PNRC2P1	1
ENSG00000267371			18
ENSG00000238731		RNU7-90P	16
ENSG00000270342			1
ENSG00000251868		RNU7-71P	16
ENSG00000199299		RNA5SP430	16
ENSG00000236396	646000	SLC35G4	18
ENSG00000252101		RNU6-758P	16
ENSG00000252814		RN7SKP233	16
ENSG00000267794			18
ENSG00000201361		RNA5SP433	16
ENSG00000175984	163259	DENND2C	1
ENSG00000252022			16
ENSG00000267143			18
ENSG00000283564			16
ENSG00000267773			18
ENSG00000266426	100616172	MIR4719	16
ENSG00000278598	102465464	MIR6775	16
ENSG00000263968		RN7SL381P	16
ENSG00000199949			16
ENSG00000283492	102465690	MIR7153	18
ENSG00000260759			18
ENSG00000250230	101927495		11
ENSG00000267333		ASNSP6	18
ENSG00000131650	79412	KREMEN2	16
ENSG00000286812			18
ENSG00000267455			18
ENSG00000255112	57132	CHMP1B	18
ENSG00000255947			11
ENSG00000267165		CHMP1B-AS1	18
ENSG00000134780	747	DAGLA	11
ENSG00000272703			18
ENSG00000179981	10194	TSHZ1	18
ENSG00000200269		RNU6-838P	4
ENSG00000283499			4
ENSG00000202014			4
ENSG00000248866		USP46-DT	4
ENSG00000207474		RNY1P7	13
ENSG00000225404		RPL26P34	13
ENSG00000132972	56163	RNF17	13
ENSG00000260120			4
ENSG00000250302	152578	LINC01618	4
ENSG00000250302	107986281	LINC01618	4
ENSG00000215512			18
ENSG00000290522			18
ENSG00000253645			8
ENSG00000169495	203100	HTRA4	8
ENSG00000264585	100616436	MIR4449	4
ENSG00000286161			4
ENSG00000212588	677810	SNORA26	4
ENSG00000248375			4
ENSG00000226887	100288413	ERVMER34-1	4
ENSG00000267382		GAD3P	18
ENSG00000290562			18
ENSG00000263006		ROCK1P1	18
ENSG00000242029			3
ENSG00000240774			3
ENSG00000212490	124900185		4
ENSG00000199901			4
ENSG00000242880			3
ENSG00000128045	65997	RASL11B	4
ENSG00000257513		NPIPB1P	18
ENSG00000163519	50852	TRAT1	3
ENSG00000291183			18
ENSG00000169490	83877	TM2D2	8
ENSG00000188833	377841	ENTPD8	9
ENSG00000248115			4
ENSG00000252266			4
ENSG00000141644	4152	MBD1	18
ENSG00000201496		RN7SKP275	4
ENSG00000082929	10141	LINC01587	4
ENSG00000288053			X
ENSG00000206936		RNU4-52P	X
ENSG00000068394	27238	GPKOW	X
ENSG00000237868			4
ENSG00000241037		RN7SL335P	4
ENSG00000164113	132612	ADAD1	4
ENSG00000241596			3
ENSG00000207199	109616979		8
ENSG00000272662		TIMMDC1-DT	3
ENSG00000239314	100506506	MORC1-AS1	3
ENSG00000197140	203102	ADAM32	8
ENSG00000177494	79413	ZBED2	3
ENSG00000239311			3
ENSG00000273461			3
ENSG00000214324	285311	C3orf56	3
ENSG00000286967	105377146		3
ENSG00000242109		NPM1P23	3
ENSG00000228252		COL6A4P2	3
ENSG00000231100			1
ENSG00000116824	914	CD2	1
ENSG00000265033		RN7SL262P	X
ENSG00000284317	102466223	MIR7114	9
ENSG00000280116			X
ENSG00000130653	375775	PNPLA7	9
ENSG00000279422			X
ENSG00000123584	4108	MAGEA9	X
ENSG00000224089	728036	CT47A10	X
ENSG00000124915	26070	MYRF-AS1	11
ENSG00000285976			6
ENSG00000258439			14
ENSG00000222604			14
ENSG00000119616	51077	FCF1	14
ENSG00000235887		LINC02799	1
ENSG00000237460		LINC01661	1
ENSG00000231883			6
ENSG00000216316			6
ENSG00000219814		RPL23AP47	6
ENSG00000226600	728042	CT47A9	X
ENSG00000146378	9287	TAAR2	6
ENSG00000236887			1
ENSG00000134825	746	TMEM258	11
ENSG00000163605	151987	PPP4R2	3
ENSG00000024526	55635	DEPDC1	1
ENSG00000123545	29078	NDUFAF4	6
ENSG00000189007	134637	ADAT2	6
ENSG00000273893			20
ENSG00000124091	140687	GCNT7	20
ENSG00000230347	728049	CT47A8	X
ENSG00000101180	11255	HRH3	20
ENSG00000285926			7
ENSG00000189320	389558	FAM180A	7
ENSG00000102606	8874	ARHGEF7	13
ENSG00000225819			2
ENSG00000132429	64208	POPDC3	6
ENSG00000270930		GRAMD4P8	2
ENSG00000127564	9088	PKMYT1	16
ENSG00000224967			2
ENSG00000213081		ARPC1BP1	2
ENSG00000230548		MTND4P27	2
ENSG00000228064			2
ENSG00000236451			2
ENSG00000226023	255313	CT47A6	X
ENSG00000226023	728062	CT47A6	X
ENSG00000285726			6
ENSG00000262095		MTATP6P25	6
ENSG00000229036		VDAC1P8	6
ENSG00000221823	5534	PPP3R1	2
ENSG00000284108	693196	MIR611	11
ENSG00000168496	2237	FEN1	11
ENSG00000218716		RPL12P23	6
ENSG00000244441			3
ENSG00000237957	728072	CT47A5	X
ENSG00000285159			6
ENSG00000286407			7
ENSG00000112195	79865	TREML2	6
ENSG00000231419	154822	LINC00689	7
ENSG00000001617	6405	SEMA3F	3
ENSG00000284999			6
ENSG00000230594	728075	CT47A4	X
ENSG00000228944			7
ENSG00000111817	29940	DSE	6
ENSG00000149485	3992	FADS1	11
ENSG00000219445	101928254		7
ENSG00000188559	57186	RALGAPA2	20
ENSG00000106018	7434	VIPR2	7
ENSG00000100353	8664	EIF3D	22
ENSG00000236126	728082	CT47A3	X
ENSG00000288091			2
ENSG00000270335			2
ENSG00000227400			2
ENSG00000177855		CACYBPP2	2
ENSG00000119596	56252	YLPM1	14
ENSG00000223725			2
ENSG00000248771	100505989	SMIM31	4
ENSG00000242362	728090	CT47A2	X
ENSG00000184898	375287	RBM43	2
ENSG00000182154	64975	MRPL41	9
ENSG00000201050		RNU6-668P	4
ENSG00000248329	100506013	APELA	4
ENSG00000250227		TRIM60P14	4
ENSG00000244146			4
ENSG00000148399	92715	DPH7	9
ENSG00000285563			4
ENSG00000221891		FAM218BP	4
ENSG00000270960			4
ENSG00000248645			4
ENSG00000268738	100130086	HSFX2	X
ENSG00000121089		NACA3P	4
ENSG00000236941			4
ENSG00000212747	441518	RTL8B	X
ENSG00000183439	391712	TRIM61	4
ENSG00000134590	8933	RTL8C	X
ENSG00000250486	152756	FAM218A	4
ENSG00000248229			4
ENSG00000250887			4
ENSG00000250712			4
ENSG00000067066	6672	SP100	2
ENSG00000213091		PHB1P1	6
ENSG00000240674			4
ENSG00000176979	166655	TRIM60	4
ENSG00000135299	22881	ANKRD6	6
ENSG00000286964			X
ENSG00000203950	26071	RTL8A	X
ENSG00000276623			4
ENSG00000250430			4
ENSG00000087076	51171	HSD17B14	19
ENSG00000228372		SMIM10L2B-AS1	X
ENSG00000249617			4
ENSG00000187689	401138	AMTN	4
ENSG00000234228		NCLP2	X
ENSG00000196972	644596	SMIM10L2B	X
ENSG00000224107	100129515	ETDB	X
ENSG00000223809			X
ENSG00000232582			X
ENSG00000169551	54967	CT55	X
ENSG00000236480		PKMP1	1
ENSG00000235756			1
ENSG00000173810		PPIAP7	1
ENSG00000235005			1
ENSG00000271890		OR10AE1P	1
ENSG00000227425		MRPS21P2	1
ENSG00000225279			1
ENSG00000236491			X
ENSG00000229101		ELOCP20	1
ENSG00000228922			X
ENSG00000239216			1
ENSG00000269833			X
ENSG00000165724	116225	ZMYND19	9
ENSG00000186376	7626	ZNF75D	X
ENSG00000283360			1
ENSG00000117262	653519	GPR89A	1
ENSG00000267052	102724339		7
ENSG00000236195		MRM3P2	7
ENSG00000230941			7
ENSG00000120616	80314	EPC1	10
ENSG00000235191	100874085	NUCB1-AS1	19
ENSG00000287184			7
ENSG00000260366			19
ENSG00000125991	51614	ERGIC3	20
ENSG00000269466	391769	H3Y1	5
ENSG00000240499			7
ENSG00000104808	27294	DHDH	19
ENSG00000177034	345778	MTX3	5
ENSG00000197070	92714	ARRDC1	9
ENSG00000132464	10117	ENAM	4
ENSG00000238210	101928677	ETDA	X
ENSG00000274024			X
ENSG00000283644	110806299	ETDC	X
ENSG00000284994			X
ENSG00000173275	203523	ZNF449	X
ENSG00000215018	340267	COL28A1	7
ENSG00000267898			19
ENSG00000087086	2512	FTL	19
ENSG00000168175	93487	MAPK1IP1L	14
ENSG00000178947	399668	SMIM10L2A	X
ENSG00000201440		RNA5SP515	X
ENSG00000243095		RPL3P10	8
ENSG00000253160			8
ENSG00000225769		CROCCP1	X
ENSG00000273988			X
ENSG00000260838			8
ENSG00000271158		WDR4P1	X
ENSG00000123131	10549	PRDX4	X
ENSG00000286848			4
ENSG00000147601	7013	TERF1	8
ENSG00000132467	57050	UTP3	4
ENSG00000207448		RNU6-520P	4
ENSG00000207058		RNU6-784P	4
ENSG00000272986			4
ENSG00000170231	2172	FABP6	5
ENSG00000131981	3958	LGALS3	14
ENSG00000018189	22902	RUFY3	4
ENSG00000222488		RNU6-285P	8
ENSG00000272254			8
ENSG00000253636			8
ENSG00000137563	8836	GGH	8
ENSG00000104218	79848	CSPP1	8
ENSG00000283411			9
ENSG00000275547			19
ENSG00000274841			9
ENSG00000267672			19
ENSG00000233998		SETP5	9
ENSG00000238110			9
ENSG00000267360			19
ENSG00000271923		RNU6-86P	9
ENSG00000217716		RPS10P3	9
ENSG00000225385			9
ENSG00000162073	124222	PAQR4	16
ENSG00000276535			9
ENSG00000279154			9
ENSG00000240175	100873983	MAGI1-AS1	3
ENSG00000184347	6586	SLIT3	5
ENSG00000204429			9
ENSG00000229288			9
ENSG00000239439		RFKP2	3
ENSG00000205549	100129385	LINC03041	9
ENSG00000196967	199704	ZNF585A	19
ENSG00000214381	677779	LINC00488	3
ENSG00000231756			9
ENSG00000230694			9
ENSG00000234779	111216284	BNC2-AS1	9
ENSG00000183784		DOCK8-AS1	9
ENSG00000242070		NPM1P17	3
ENSG00000123130	23597	ACOT9	X
ENSG00000241155	100874246	ARHGAP31-AS1	3
ENSG00000235880			9
ENSG00000240562			3
ENSG00000227155		DOCK8-AS2	9
ENSG00000243276			3
ENSG00000235330		RPL12P25	9
ENSG00000236722			3
ENSG00000228115			9
ENSG00000170819	8419	BFSP2	3
ENSG00000202172		RNU6-1327P	9
ENSG00000229875		EIF1P1	9
ENSG00000227914			9
ENSG00000005884	3675	ITGA3	17
ENSG00000224104			7
ENSG00000137090	1761	DMRT1	9
ENSG00000229435		PIP5K1P2	7
ENSG00000213291			7
ENSG00000274367			16
ENSG00000262152	283875	GREP1	16
ENSG00000199023	442907	MIR339	7
ENSG00000202039		RNU6-215P	7
ENSG00000206895			7
ENSG00000240718		RN7SL851P	7
ENSG00000252929		RNU6-218P	7
ENSG00000264474	100616465	MIR4656	7
ENSG00000266287	100500886	MIR3683	7
ENSG00000212422	124901860		7
ENSG00000201218			7
ENSG00000201747		RNU6-534P	7
ENSG00000199470	124900237		7
ENSG00000201774			7
ENSG00000222974		RN7SKP228	7
ENSG00000278569			7
ENSG00000199473			7
ENSG00000195024		RNU1-15P	7
ENSG00000200753	124900239		7
ENSG00000221783	100302122	MIR1183	7
ENSG00000243633		RN7SL542P	7
ENSG00000252041		RNA5SP228	7
ENSG00000212264	109616981	SNORD65C	7
ENSG00000202233	124901858		7
ENSG00000206877		RNU6-1103P	7
ENSG00000262362			16
ENSG00000283618			7
ENSG00000207771	693133	MIR550A1	7
ENSG00000283237	100500883	MIR550B1	7
ENSG00000272079			16
ENSG00000138182	9585	KIF20B	10
ENSG00000251999			7
ENSG00000202431		RNU6-438P	7
ENSG00000267437			19
ENSG00000251012			3
ENSG00000201432			7
ENSG00000213937	9080	CLDN9	16
ENSG00000207573	693134	MIR550A2	7
ENSG00000283461	100500830	MIR550B2	7
ENSG00000241756		RN7SL83P	7
ENSG00000245680	92285	ZNF585B	19
ENSG00000242653		RN7SL132P	7
ENSG00000206947	109616963	SNORA20B	7
ENSG00000221325	100302113	MIR1200	7
ENSG00000222869		RNU6-565P	7
ENSG00000064218	58524	DMRT3	9
ENSG00000200113			7
ENSG00000201566			7
ENSG00000184697	9074	CLDN6	16
ENSG00000264069	100500829	MIR3943	7
ENSG00000252983		RNU7-35P	7
ENSG00000223258		RNU6-575P	7
ENSG00000206838	654319	SNORA5A	7
ENSG00000126787	9787	DLGAP5	14
ENSG00000201772	677796	SNORA5C	7
ENSG00000200656	677795	SNORA5B	7
ENSG00000284416	100302263	MIR1908	11
ENSG00000277184	677798	SNORA9	7
ENSG00000222154		RN7SKP218	7
ENSG00000144824	90102	PHLDB2	3
ENSG00000242650		RN7SL292P	7
ENSG00000222355		RNU2-29P	7
ENSG00000199629		RNU1-14P	7
ENSG00000221968	3995	FADS3	11
ENSG00000206603	109616964	SNORA22B	7
ENSG00000207168	677803	SNORA15	7
ENSG00000259530	101928850		15
ENSG00000200471		RNU6-1125P	7
ENSG00000223330		RNU6-1052P	7
ENSG00000200570		RNU6-829P	9
ENSG00000202296		RNU6-1335P	7
ENSG00000201074			9
ENSG00000253028	124900240		7
ENSG00000237385			9
ENSG00000136379	58489	ABHD17C	15
ENSG00000207443		RNU6-417P	7
ENSG00000199231	124901826		7
ENSG00000206634	677807	SNORA22	7
ENSG00000188938	158293	FAM120AOS	9
ENSG00000206785	109617022	SNORA15B-2	7
ENSG00000200670		RNU6-912P	7
ENSG00000252423		RNU6-229P	7
ENSG00000222428		RNA5SP231	7
ENSG00000201014		RNA5SP232	7
ENSG00000201560		RNU6-973P	7
ENSG00000200189		RNU6-832P	7
ENSG00000252126		RNU6-313P	7
ENSG00000131652	79228	THOC6	16
ENSG00000265878	100500836	MIR3914-1	7
ENSG00000283278	100500920	MIR3914-2	7
ENSG00000199940		RN7SKP75	7
ENSG00000200786		RNA5SP234	7
ENSG00000244392		RN7SL869P	7
ENSG00000206818		RNU6-849P	7
ENSG00000200397			7
ENSG00000278236			7
ENSG00000240347		RN7SL35P	7
ENSG00000239075		RNU6-274P	7
ENSG00000206763		RNU6-10P	7
ENSG00000222220		RN7SKP129	7
ENSG00000265423	100616206	MIR4652	7
ENSG00000201607		RNU4-16P	7
ENSG00000239030		RNU6-956P	7
ENSG00000199475		RN7SKP104	7
ENSG00000266318	100847066	MIR5692A1	7
ENSG00000266668	100847017	MIR5692C2	7
ENSG00000202281		RNA5SP235	7
ENSG00000207045		RNU6-532P	7
ENSG00000207115		RNU6-364P	7
ENSG00000277946		RN7SL478P	7
ENSG00000166557	23423	TMED3	15
ENSG00000199711			7
ENSG00000252872		RNU7-188P	7
ENSG00000274409			7
ENSG00000208025	693176	MIR591	7
ENSG00000277124			7
ENSG00000274709			7
ENSG00000207094	124900238		7
ENSG00000244318		RN7SL252P	7
ENSG00000207454		RNU6-1104P	7
ENSG00000280404			7
ENSG00000280004			7
ENSG00000279724			7
ENSG00000252824			7
ENSG00000251978		RNA5SP236	7
ENSG00000286449			19
ENSG00000199224			7
ENSG00000276846			19
ENSG00000202377	109623459	SNORA25B	7
ENSG00000267682			19
ENSG00000252023		RNU6-581P	7
ENSG00000261754			19
ENSG00000252704		RN7SKP277	7
ENSG00000212628		RNA5SP241	7
ENSG00000271666			19
ENSG00000207705	406917	MIR129-1	7
ENSG00000207090		RNU6-517P	7
ENSG00000264425	100616117	MIR4653	7
ENSG00000207588	693178	MIR593	7
ENSG00000269086		LINC02965	19
ENSG00000222966	124900245		7
ENSG00000222346		RNA5SP237	7
ENSG00000213167			7
ENSG00000271739		RNU1-29P	7
ENSG00000202225		RNA5SP240	7
ENSG00000284135	100500804	MIR3654	7
ENSG00000199700		RNU6-223P	7
ENSG00000201465	124900243		7
ENSG00000272393		RNU6-92P	7
ENSG00000252820			7
ENSG00000212303		RNU6-1154P	7
ENSG00000239021		RNA5SP246	7
ENSG00000199971		RNU6-797P	7
ENSG00000271236		SUMO2P15	15
ENSG00000222514		RN7SKP223	7
ENSG00000259732			15
ENSG00000284028	100616226	MIR4468	7
ENSG00000206705			7
ENSG00000287508			15
ENSG00000252332		RNU6-911P	7
ENSG00000199846		RNU1-72P	7
ENSG00000271317		IGHD4OR15-4A	15
ENSG00000199764			7
ENSG00000287391			15
ENSG00000212153		RNU1-82P	7
ENSG00000199283		RNU1-58P	7
ENSG00000225625			15
ENSG00000223212		RNU4-74P	7
ENSG00000223113		RNA5SP247	7
ENSG00000202472		RNA5SP248	7
ENSG00000252188	124900246		7
ENSG00000259482	100996876	RORA-AS2	15
ENSG00000283146	100847045	MIR548AU	9
ENSG00000251728			7
ENSG00000241959		RN7SL76P	7
ENSG00000056558	7185	TRAF1	9
ENSG00000201066		RN7SKP280	7
ENSG00000252523		RNU6-267P	7
ENSG00000222941			7
ENSG00000265598	100847032	MIR5707	7
ENSG00000200673		RN7SKP174	7
ENSG00000271195			15
ENSG00000265810	100500835	MIR3907	7
ENSG00000212219		RNU6-604P	7
ENSG00000207960	406945	MIR153-2	7
ENSG00000259361	283688	LINC00927	15
ENSG00000207637	693180	MIR595	7
ENSG00000273444			7
ENSG00000270577			7
ENSG00000271109		LINC03049	19
ENSG00000168303	136647	MPLKIP	7
ENSG00000275343			15
ENSG00000271983			15
ENSG00000199273			7
ENSG00000248711		THUMPD3P1	7
ENSG00000270624			19
ENSG00000271171	105372377	LINC00904	19
ENSG00000103888	57214	CEMIP	15
ENSG00000203446	101928716	SUGCT-AS1	7
ENSG00000227658			7
ENSG00000105856	26959	HBP1	7
ENSG00000269037	100652911	LINC01838	19
ENSG00000280106			19
ENSG00000180884	126375	ZNF792	19
ENSG00000276687			6
ENSG00000164494	57107	PDSS2	6
ENSG00000243738		RN7SL181P	9
ENSG00000214651			9
ENSG00000239593			9
ENSG00000235865	57000	GSN-AS1	9
ENSG00000238143		TRPC6P4	9
ENSG00000101084	55969	RAB5IF	20
ENSG00000253041			9
ENSG00000269303		GRAMD1A-AS1	19
ENSG00000227411		ACNATP	9
ENSG00000271032			19
ENSG00000236763		TRMT112P4	9
ENSG00000179066			19
ENSG00000230328			9
ENSG00000234502		FYTTD1P1	9
ENSG00000136897	54534	MRPL50	9
ENSG00000285526			19
ENSG00000284065	102466205	MIR6887	19
ENSG00000153902	163175	LGI4	19
ENSG00000270982			9
ENSG00000225376	101928470	TMEM246-AS1	9
ENSG00000165152	84302	PGAP4	9
ENSG00000228290	102724201	TBX18-AS1	6
ENSG00000227907			1
ENSG00000227970		NR1H5P	1
ENSG00000261055			1
ENSG00000231613			1
ENSG00000233055			9
ENSG00000137947	2959	GTF2B	1
ENSG00000155827	56254	RNF20	9
ENSG00000188078			22
ENSG00000233785			X
ENSG00000215712	729515	TMEM242	6
ENSG00000202272			X
ENSG00000288706			X
ENSG00000229971			22
ENSG00000083168	7994	KAT6A	8
ENSG00000184831	79135	APOO	X
ENSG00000286887			6
ENSG00000261675			22
ENSG00000285733			6
ENSG00000100242	25777	SUN2	22
ENSG00000258050			14
ENSG00000216642			6
ENSG00000279392			14
ENSG00000271180		COX5AP1	14
ENSG00000258413		FBXO34-AS1	14
ENSG00000229349		ACTG1P9	6
ENSG00000283313			4
ENSG00000276703		RPS29P32	6
ENSG00000217514			6
ENSG00000244687	7335	UBE2V1	20
ENSG00000236366	153910		6
ENSG00000207007		RNU6-891P	4
ENSG00000163612		FAM86KP	4
ENSG00000178974	55030	FBXO34	14
ENSG00000152422	7518	XRCC4	5
ENSG00000057663	9474	ATG5	6
ENSG00000250268		ALG1L14P	4
ENSG00000231396	100287144	USP17L10	4
ENSG00000233136	100287178	USP17L11	4
ENSG00000227551	100287205	USP17L12	4
ENSG00000239686			14
ENSG00000278818			14
ENSG00000258469		CHMP4BP1	14
ENSG00000258455			14
ENSG00000126775	22863	ATG14	14
ENSG00000204152	100652748	TIMM23B	10
ENSG00000162069	146439	BICDL2	16
ENSG00000232399	100287238	USP17L13	4
ENSG00000249104	100287327	USP17L17	4
ENSG00000238103		RPL9P7	X
ENSG00000165182	254158	CXorf58	X
ENSG00000250844	100287364	USP17L18	4
ENSG00000250913		USP17L23	4
ENSG00000227140	728386	USP17L5	4
ENSG00000235780	728393	USP17L27	4
ENSG00000231051	728400	USP17L28	4
